Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,A_1,A_2,A_3,A_4,B_1,B_2,B_3,B_4
2063,Tb927.11.5800,-0.320259317,16.85644878,3.546605835,"hypothetical protein, conserved",93030,113030,111100,99149,168960,184340,174380,174520
2064,Tb927.11.5810,-0.093197151,16.79677376,0.471006473,"Surfeit locus protein 6, putative",104440,108310,105240,106710,121040,156740,189390,154160
2065,Tb927.11.5820,0.049077312,16.77482449,0.175250073,"Inhibitor of apoptosis-promoting Bax1, putative",108280,134800,106310,108860,149600,149520,160750,138070
2067,Tb927.11.5850,-0.014941447,19.19451235,0.161790363,"RNA-binding protein 38, putative",552590,568750,617500,568830,744640,777040,830880,805940
2068,Tb927.11.5860,0.47809175,14.20707415,3.392802808,"AGC/RSK family serine/threonine kinase, putative",24055,27301,28209,21074,22664,24154,27459,23234
2069,Tb927.11.5870,-0.365807499,15.51620619,3.69382232,"hypothetical protein, conserved",38006,37182,44694,36642,65109,64660,79285,64375
2070,Tb927.11.5880,0.007442462,16.1816094,0.037717529,Mitoribosomal LSU assembly factor 23,71978,75060,73443,70829,93191,103300,96737,99549
2071,Tb927.11.5890,0.07002498,18.07938897,0.70008822,"Domain of unknown function (DUF4505), putative",269170,261730,305040,260630,354020,363780,356140,338650
2072,Tb927.11.5910,-0.01096555,19.74714414,0.098978695,"WASH complex subunit 7, N-terminal/WASH complex subunit 7/WASH complex subunit 7, C-terminal, putative",829390,836650,885330,813250,1089000,1141500,1215200,1148100
2073,Tb927.11.5960,0.320499201,15.64198668,2.238721149,"hypothetical protein, conserved",53292,47115,52968,52116,59732,54186,60540,48983
2074,Tb927.11.5990,-0.06011922,12.95972749,0.172922853,Mitoribosomal LSU assembly factor 4,5493.2,9744.5,7497.8,7349.9,11216,11210,10806,8637.3
2075,Tb927.11.600,0.126287906,17.72047618,1.041715991,"Mitochondrial ATP synthase subunit, putative",236840,226440,236960,197140,284080,278420,275700,272590
2076,Tb927.11.6000,0.100508534,16.06328192,0.805663135,mitochondrial ribosomal protein L4,65800,61660,75265,65902,83808,76770,89989,88578
2077,Tb927.11.6010,0.021701144,16.04152158,0.177701009,"conserved protein, unknown function",67413,64976,64325,68590,82681,90211,97036,84665
2078,Tb927.11.6050,-0.051986622,19.72765289,0.643733526,"Flagellar-associated PapD-like, putative",785820,787320,886210,832020,1072500,1159000,1221600,1168500
2079,Tb927.11.6070,0.038697452,19.74410222,0.364266032,"hypothetical protein, conserved",843020,863970,882030,892220,1080300,1163500,1141200,1208700
2080,Tb927.11.6080,-0.392915418,14.5802706,1.667751958,"hypothetical protein, conserved",22903,18016,24512,15994,30896,37009,38153,37116
2081,Tb927.11.610,-0.171814419,18.57142056,1.41139332,"hypothetical protein, conserved",392460,331260,357770,355350,510180,507710,603110,573680
2082,Tb927.11.6100,0.203805812,13.20332263,0.79006347,"hypothetical protein, conserved",9402.3,9779.8,10587,10924,11939,9440.8,13267,13610
2083,Tb927.11.6130,0.005182017,20.06443311,0.030610049,SKP1-like protein,932410,1121800,1177500,1093600,1399500,1440500,1540100,1440000
2084,Tb927.3.4360,0.0169761,21.0172478,0.08892708,"40S ribosomal protein S15A, putative",2179900,2276000,2155400,2098200,3016300,2651500,2909500,3097800
2085,Tb927.11.6150,0.109180056,14.27452511,0.394969652,"60Kd inner membrane protein, putative",20745,22074,16465,19020,25796,21108,25749,25447
2086,Tb927.11.6160,-0.115283793,22.6329754,2.83526552,"eukaryotic release factor 3, putative",5765400,6066200,6501100,5883900,8600700,8807600,9203800,8895100
2087,Tb927.11.6170,-0.079263004,20.80194749,1.725307289,"protein transport protein SEC31, putative",1653700,1776900,1813100,1688500,2381400,2430600,2570900,2536000
2088,Tb927.11.6200,0.146039548,22.36150443,2.512575487,"60S ribosomal protein L28, putative",5285600,5020100,5687500,5405800,6503400,6644000,6629300,6397300
2089,Tb927.11.6190,0.312253949,17.49899669,3.268937511,"hypothetical protein, conserved",184080,180350,213330,176450,181090,212670,223570,205630
2090,Tb927.11.620,-0.090964085,17.62826766,0.814887269,Regulatory-associated protein of TOR1,165220,185580,206260,200590,279690,262930,266670,280320
2091,Tb927.11.6220,-0.738059477,10.61957549,0.861632543,Palmitoyl acyltransferase 7,2044.5,1221.4,1474.7,0,2571.2,3190,2368.8,2021.8
2092,Tb927.11.6230,0.004601293,21.42618778,0.033898177,"protein transport protein SEC61 subunit alpha, putative",2745100,2697300,2823200,2425500,3574200,3420000,3676000,3751500
2093,Tb927.11.6250,0.423439835,20.22757031,7.490732834,"Mitochondrial ATP synthase subunit, putative",1338400,1430100,1409700,1286700,1271700,1404800,1473900,1372500
2094,Tb927.11.6260,0.029237609,15.80011271,0.120680068,"hypothetical protein, conserved",60444,51939,57213,57299,66208,69787,89583,77209
2095,Tb927.11.6270,-0.070988503,18.48764927,1.249713354,"inositol-1,4,5-trisphosphate (IP3) 5-phosphatase, putative",345180,350080,379910,334220,485090,477280,533140,509640
2096,Tb927.11.6280,0.176889578,18.1175974,4.638394002,pyruvate phosphate dikinase,317760,326620,346910,333630,373250,395770,405680,413330
2097,Tb927.11.6290,0.090145807,16.0509711,1.03558535,"HIT zinc finger, putative",66765,68362,70393,65490,85019,92147,90055,78219
2098,Tb927.11.630,-0.000470738,19.46677098,0.00521448,RNA polymerase I second largest subunit,666600,713570,731130,664310,904400,911040,972910,971760
2099,Tb927.11.6300,-0.219544632,22.08553083,1.832367317,"40S ribosomal protein S5, putative",3926500,4434600,4629200,3508400,6165600,6752500,6669500,6303700
2100,Tb927.11.6310,0.262101993,12.08309251,0.5136289,"hypothetical protein, conserved",4131.3,4464.2,5636.3,5416.2,4693.7,3767.6,6882.3,7531.8
2101,Tb927.11.6320,-0.010942058,17.07637797,0.039261149,MRB1-associated protein,136850,143270,153910,132850,177500,206990,197060,192200
2102,Tb927.11.6330,0.096893643,17.62522653,0.925468493,6-phosphogluconolactonase,190080,197050,197450,206560,246720,247190,252080,255780
2103,Tb927.11.6340,-0.107299474,11.36617171,0.126835728,"PUB domain containing protein, putative",0,1328.4,5046.9,3238,3573.4,3530.3,4575.3,4129.5
2104,Tb927.11.6350,0.020621538,18.61175597,0.200204767,"AAA ATPase, putative",376210,387640,419030,387370,522310,556440,514620,503340
2105,Tb927.11.6360,-0.013482788,17.01299298,0.110840688,"60S ribosomal protein L24, putative",119410,122220,118980,120470,155930,165910,175130,161400
2106,Tb927.11.6370,-0.10346488,20.53952797,1.854523583,"leucine-rich repeat protein (LRRP), putative",1379100,1471900,1475100,1361300,1982600,2149500,2114200,2029600
2107,Tb927.11.6390,0.090806453,19.14449638,1.385632503,"START domain containing protein, putative",559100,621140,603280,553930,733050,782990,746770,708810
2108,Tb927.11.6410,-0.008994236,18.28768534,0.106765139,regulator of nonsense transcripts 2,306350,311050,314740,295130,419370,410990,422930,419220
2109,Tb927.11.6420,-0.12450789,21.09677806,2.679969865,"hypothetical protein, conserved",1996900,2110500,2206700,2075100,2933300,3128000,3339700,2995100
2110,Tb927.11.6430,-0.056605049,18.61056988,1.046502504,"hypothetical protein, conserved",378150,377860,386670,362130,503170,509800,560840,547900
2111,Tb927.11.6440,-0.1020981,21.03086206,1.462401904,"hypothetical protein, conserved",1938400,2066900,2091000,1960700,2781100,2904000,2917100,3116000
2112,Tb927.11.6460,-0.063701382,21.43878443,1.171942481,"hypothetical protein, conserved",2666800,2678100,2952300,2560500,3661700,3874500,3923900,3896600
2113,Tb927.11.6470,0.066991323,14.63063606,0.184530479,MICOS complex subunit MIC16,21350,29339,25447,24166,28458,33761,37418,29965
2114,Tb927.11.6510,0.046198185,19.79733618,0.143390887,"40S ribosomal protein S21, putative",972920,817840,1022000,901550,1085200,1191000,1303300,1289400
2115,Tb927.11.6530,-0.113141302,19.68366517,2.080980428,"hypothetical protein, conserved",774330,791380,874840,788170,1138800,1184600,1204800,1198000
2116,Tb927.11.6540,-0.009163265,15.21897766,0.019049366,"hypothetical protein, conserved",41145,34937,27798,39918,46967,42514,54711,50433
2117,Tb927.11.6560,0.092577089,14.483901,0.301322718,"Centriole protein POC11, putative",28390,24177,20411,20609,31609,34985,27106,25093
2118,Tb927.11.6570,-0.007051422,17.09467485,0.034395337,"Nodulin-like, putative",133820,127620,137930,133440,191410,167150,183810,183540
2119,Tb927.11.6590,-0.042241451,21.66275915,0.592257611,"metallo-peptidase, Clan MF, Family M17",3217400,3252400,3208100,3070800,4249800,4415300,4545300,4575900
2120,Tb927.11.6600,0.343255043,16.45185642,5.515509941,"conserved protein, unknown function",99670,113650,118260,107020,114950,119470,115320,117690
2121,Tb927.11.6610,-0.133679916,20.34892741,1.412245509,"hypothetical protein, conserved",1247200,1100900,1405500,1192600,1760100,1734000,2021000,1820200
2122,Tb927.11.6620,-0.090427994,15.15265632,0.34494701,Nucleolar protein 47,26663,32043,32980,41984,46645,45544,43999,54762
2123,Tb927.11.6630,0.074564563,18.40049076,1.628204961,"3-methylcrotonoyl-CoA carboxylase beta subunit, putative",341070,345920,368840,345130,436020,448890,472730,444520
2124,Tb927.11.6640,0.402573209,13.56486297,1.847015554,"cytochrome b5, putative",12216,16745,16693,13147,16609,12503,13638,17483
2125,Tb927.11.6660,0.010517565,18.87629017,0.131842115,"Tex-like protein N-terminal domain/Helix-hairpin-helix motif containing protein, putative",451520,466840,486060,461110,594500,619140,665000,631260
2127,Tb927.11.670,0.08409323,21.03430699,1.502312213,epsinR,2011100,2246100,2131200,2173900,2563400,2794000,2787500,2795800
2128,Tb927.11.6710,-0.121237185,18.17710822,1.504685349,predicted tetratricopeptide repeat (TPR) protein,263200,283780,283100,254510,389660,410050,426830,371890
2129,Tb927.11.6720,-0.200760792,17.33730911,2.104604254,"mRNA cap guanine-N7 methyltransferase, putative",138570,150060,166820,140140,225920,203920,260960,237570
2130,Tb927.11.6740,-0.265813491,19.6288015,4.350612507,"pumilio/PUF RNA binding protein 10, putative",692600,658600,740980,645040,1087200,1117500,1149600,1098400
2131,Tb927.11.6780,-0.261674798,14.80712217,1.296607115,"regulator of chromatin condensation, putative",21373,22946,30119,24933,38915,41806,43741,36002
2132,Tb927.11.6790,-0.005600822,20.55183152,0.066064887,Nucleolar protein 89,1462500,1484500,1462600,1431900,1938800,2023900,1994500,1987000
2133,Tb927.11.6810,-0.108717298,17.18516891,1.30401056,"tubulin-tyrsoine ligase-like protein, putative",123670,124650,145820,138340,182770,190970,207130,195800
2134,Tb927.11.6820,-0.077417604,18.87574585,0.906926429,"hypothetical protein, conserved",424600,433320,500220,447430,610620,639310,663360,663680
2135,Tb927.11.6830,0.110151332,18.68960329,1.706842173,"Domain of unknown function(DUF2779), putative",395840,454220,446550,423490,537730,539310,536920,541810
2136,Tb927.11.6840,0.044715088,17.33456984,0.398750513,"hypothetical protein, conserved",150130,170300,183200,167400,213090,221390,225330,219420
2137,Tb927.11.6870,-0.035421375,23.08071975,0.569362517,14-3-3 protein 2,8376700,9017700,8713100,8388000,11563000,12023000,12755000,11566000
2138,Tb927.11.6920,-0.004911956,18.93550496,0.046391159,"hypothetical protein, conserved",472570,478230,520250,468450,667310,660390,686400,621560
2139,Tb927.11.6930,-0.048239885,16.60619292,0.303826615,"Sec20, putative",94455,100590,93535,95444,130060,123620,147840,137360
2140,Tb927.11.6960,0.007227763,14.95964833,0.039205186,"ATG16/SAP18/CVT11/APG16, putative",28303,30936,30118,30592,36959,40675,40428,43812
2141,Tb927.11.6970,0.160008429,18.28761182,1.704522712,NADH-cytochrome b5 reductase-like protein,315180,350460,313810,296340,351610,379020,419470,397060
2142,Tb927.11.6980,0.241406541,19.1729485,6.136185455,"Phosphoenolpyruvate carboxykinase, related",605170,633010,646430,606460,673030,705600,742980,733930
2143,Tb927.11.7010,0.342333608,11.81316761,0.808284973,"Calcium/calmodulin-dependent protein kinase kinase, putative",3041.2,4148.2,4006.2,3950.9,3306.3,4110.8,4803.5,3986.5
2144,Tb927.11.7020,0.064455461,21.77535106,1.339040138,"proteasome alpha 7 subunit, putative",3531200,3687200,3577900,3474800,4579200,4638600,4600000,4665800
2145,Tb927.11.7040,0.190379751,17.39484533,2.060023394,"pterin-4-alpha-carbinolamine dehydratase, putative",179400,188940,190160,162780,216190,220080,201320,217580
2146,Tb927.11.7050,-0.115350879,17.40386315,0.864434949,"PA domain containing protein, putative",135950,144830,180920,144800,230230,213740,227220,213890
2147,Tb927.11.7080,0.038618003,20.92061952,0.642087516,acidocalcisomal pyrophosphatase,1795200,1935800,1977900,1840100,2458400,2383300,2562400,2548800
2148,Tb927.11.7100,-0.309003093,17.8604255,4.490912456,"cytoplasmic translation machinery associated protein, putative",223710,203320,213760,233840,350770,361930,378130,375660
2149,Tb927.11.7120,-0.179558207,15.82934375,1.928013398,"hypothetical protein, conserved",49987,49610,58808,55026,78413,85674,83174,79563
2150,Tb927.11.7140,0.008282526,20.23696107,0.06235221,"cell cycle sequence binding phosphoprotein (RBP33), putative",1080000,1207800,1256500,1136900,1412900,1649600,1710500,1538200
2151,Tb927.11.7150,0.055408375,20.71826199,0.739467826,NGG1 interacting factor 3-like,1617300,1725800,1859400,1747100,2118600,2229200,2463500,2250600
2152,Tb927.11.7160,0.480470285,9.750717095,0.58950324,"cdc2-related kinase 8, putative",952.57,0,923.46,1266.7,713.32,707.21,1107.8,1827.7
2153,Tb927.11.7170,0.29739207,22.46639027,7.584765161,seryl-tRNA synthetase,5863800,6214000,6416300,5940500,6730000,6440000,7010200,6748800
2154,Tb927.11.7180,0.0575996,18.93422919,0.645751998,"MORN repeat, putative",486870,530290,503120,500710,599470,666860,706170,661320
2155,Tb927.11.7190,-0.115965342,15.2627172,0.456564799,hypothetical protein,27635,42884,36797,37801,42878,54804,56004,58175
2156,Tb927.11.720,0.169308962,21.51715508,2.705903859,"hypothetical protein, conserved",3086600,3117500,3499400,3015400,3745400,3722200,4167800,3680000
2157,Tb927.11.7200,0.245263178,13.61081673,0.974165253,"GRIP domain containing protein, putative",11144,13028,15619,12452,14179,15840,15311,14008
2158,Tb927.11.7210,0.066876623,17.80914508,1.038573355,"eukaryotic translation initiation factor 2-alpha kinase 1, putative",227410,227160,241850,223510,279640,286090,317380,307660
2159,Tb927.11.7220,-0.055338808,14.5753098,0.195709372,"neurobeachin/beige protein, putative",22325,24034,19243,25208,28201,36625,30856,32061
2160,Tb927.11.7350,0.098958524,22.4742391,1.366023189,Histone H2B variant V,5696300,5478900,6268000,5961800,7447800,7090600,7916500,7139800
2161,Tb927.11.7370,-0.648903979,11.81119471,1.759190997,"haloacid dehalogenase hydrolase, putative",3726.2,2656,3623.7,2232,5981,6937.5,6383.9,6150.8
2162,Tb927.11.7380,0.000736227,23.99292157,0.007623494,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial",15915000,16675000,16802000,16306000,21518000,22553000,23514000,21412000
2163,Tb927.11.740,-0.008066413,20.88513944,0.082508689,eukaryotic translation initiation factor 5A,1858000,1973700,2003400,1851400,2684000,2543900,2618800,2619500
2164,Tb927.11.7410,-0.076192712,18.91651353,0.751974933,"MSP-A, putative",447940,444480,493330,440120,636010,609260,696160,666570
2165,Tb927.11.7420,-0.111125201,18.88982111,1.870106254,phosphoadenosine phosphosulfate reductase-like protein,415770,479170,455060,453170,630610,638080,677870,690230
2166,Tb927.11.7430,0.2053943,16.47054973,2.461982993,"hypothetical protein, conserved",81684,94087,93197,80980,93785,103670,105580,107660
2167,Tb927.11.7440,0.225968131,15.4335905,3.327791597,"hypothetical protein, conserved",45610,48731,46380,46675,49447,52277,57330,58432
2168,Tb927.11.7510,0.022656074,24.30870314,0.18513159,"luminal binding protein 1 (BiP), putative",20538000,21213000,21963000,19040000,26729000,28532000,27869000,27108000
2169,Tb927.11.7470,0.474242682,17.83850285,7.959829789,"hypothetical protein, conserved",252980,259050,271000,247480,256400,242140,263100,243290
2170,Tb927.11.7475,0.063121705,16.77009141,0.323141313,"AN1-like Zinc finger containing protein, putative",100930,93418,118190,122320,142200,134490,155630,129460
2171,Tb927.11.7480,0.127369711,18.71299658,1.348981349,"vacuolar type h+ ATPase subunit, putative",390470,448970,473060,467100,554550,550130,530740,565940
2172,Tb927.11.750,-0.019758371,17.81229694,0.138270651,"DNA repair protein, putative",211230,209980,235890,224450,298740,293480,295820,322070
2173,Tb927.11.7520,-0.176898017,17.8697576,3.022598526,"hypothetical protein, conserved",221530,228990,217880,212620,325150,326740,347690,349860
2174,Tb927.11.7530,0.200895585,19.49903121,3.09720418,"long-chain-fatty-acid-CoA ligase, putative",753250,848560,804260,706200,842430,943390,977560,901510
2175,Tb927.11.7550,-0.069727303,17.38585302,0.39897355,"hypothetical protein, conserved",138750,169850,157030,152430,190080,232090,253230,206300
2176,Tb927.11.7560,0.086535207,21.63239425,1.515201095,Component of motile flagella 15,3153300,3492400,3245900,3256500,4005000,4265400,4186600,4311700
